"(4061, 0, 0, 0, 0, 0)"
"(4062, 0, 0, 0, 0, 1)"
"(4063, 0, 0, 0, 0, 2)"
"(4064, 0, 0, 0, 0, 3)"
"(4065, 0, 0, 0, 0, 4)"
"(4066, 0, 0, 0, 0, 5)"
"(4067, 0, 0, 0, 0, 6)"
"(4068, 0, 0, 0, 0, 7)"
"(4069, 0, 0, 0, 0, 8)"
"(4070, 0, 0, 0, 0, 9)"
"(4071, 0, 0, 0, 0, 10)"
"(4072, 0, 0, 0, 0, 11)"
"(4073, 0, 0, 0, 0, 12)"
"(4074, 0, 0, 0, 0, 13)"
"(4075, 0, 0, 0, 0, 14)"
"(4076, 0, 0, 0, 0, 15)"
"(4077, 0, 0, 0, 0, 16)"
"(4078, 0, 0, 0, 0, 17)"
"(4079, 0, 0, 0, 0, 18)"
"(4080, 0, 0, 0, 0, 19)"
"(4081, 0, 0, 0, 0, 20)"
"(4082, 0, 0, 0, 0, 21)"
"(4083, 0, 0, 0, 0, 22)"
"(4084, 0, 0, 0, 0, 23)"
"(4085, 0, 0, 0, 0, 24)"
"(4086, 0, 0, 0, 0, 25)"
"(4087, 0, 0, 0, 0, 26)"
"(4088, 0, 0, 0, 0, 27)"
"(4089, 0, 0, 0, 0, 28)"
"(4090, 0, 0, 0, 0, 29)"
"(4091, 0, 0, 0, 0, 30)"
"(4092, 0, 0, 0, 0, 31)"
"(4093, 0, 0, 0, 0, 32)"
"(4094, 0, 0, 0, 0, 33)"
"(4095, 0, 0, 0, 0, 34)"
"(4096, 0, 0, 0, 0, 35)"
"(4097, 0, 0, 0, 0, 36)"
"(4098, 0, 0, 0, 0, 37)"
"(4099, 0, 0, 0, 0, 38)"
"(4100, 0, 0, 0, 0, 39)"
"(4101, 0, 0, 0, 0, 40)"
"(4102, 0, 0, 0, 0, 41)"
"(4103, 0, 0, 0, 0, 42)"
"(4104, 0, 0, 0, 0, 43)"
"(4105, 0, 0, 0, 0, 44)"
"(4106, 0, 0, 0, 0, 45)"
"(4107, 0, 0, 0, 0, 46)"
"(4108, 0, 0, 0, 0, 47)"
"(4109, 0, 0, 0, 0, 48)"
"(4110, 0, 0, 0, 0, 49)"
"(4111, 0, 0, 0, 0, 50)"
"(4112, 0, 0, 0, 0, 51)"
"(4113, 0, 0, 0, 0, 52)"
"(4114, 0, 0, 0, 0, 53)"
"(4115, 0, 0, 0, 0, 54)"
"(4116, 0, 0, 0, 0, 55)"
"(4117, 0, 0, 0, 0, 56)"
"(4118, 0, 0, 0, 0, 57)"
"(4119, 0, 0, 0, 0, 58)"
"(4120, 0, 0, 0, 0, 59)"
"(4121, 0, 0, 0, 0, 60)"
"(4122, 0, 0, 0, 0, 61)"
"(4123, 0, 0, 0, 0, 62)"
"(4124, 0, 0, 0, 0, 63)"
"(4125, 0, 0, 0, 0, 64)"
"(4126, 0, 0, 0, 0, 65)"
"(4127, 0, 0, 0, 0, 66)"
"(4128, 0, 0, 0, 0, 67)"
"(4129, 0, 0, 0, 0, 68)"
"(4130, 0, 0, 0, 0, 69)"
"(4131, 0, 0, 0, 0, 70)"
"(4132, 0, 0, 0, 0, 71)"
"(4133, 0, 0, 0, 0, 72)"
"(4134, 0, 0, 0, 0, 73)"
"(4135, 0, 0, 0, 0, 74)"
"(4136, 0, 0, 0, 0, 75)"
"(4137, 0, 0, 0, 0, 76)"
"(4138, 0, 0, 0, 0, 77)"
"(4139, 0, 0, 0, 0, 78)"
"(4140, 0, 0, 0, 0, 79)"
"(4141, 0, 0, 0, 0, 80)"
"(4142, 0, 0, 0, 0, 81)"
"(4143, 0, 0, 0, 0, 82)"
"(4144, 0, 0, 0, 0, 83)"
"(4145, 0, 0, 0, 0, 84)"
"(4146, 0, 0, 0, 0, 85)"
"(4147, 0, 0, 0, 0, 86)"
"(4148, 0, 0, 0, 0, 87)"
"(4149, 0, 0, 0, 0, 88)"
"(4150, 0, 0, 0, 0, 89)"
"(4151, 0, 0, 0, 0, 90)"
"(4152, 0, 0, 0, 0, 91)"
"(4153, 0, 0, 0, 0, 92)"
"(4154, 0, 0, 0, 0, 93)"
